DB00001	Lepirudin
DB00001	Lepirudin recombinant
DB00001	Hirudin variant-1
DB00002	Cetuximab
DB00002	Ctuximab
DB00002	Cetuximab
DB00002	Cetuximabum
DB00004	Denileukin diftitox
DB00004	Diphtheria toxin precursor
DB00004	DT
DB00004	NAD(+diphthamide ADP- ribosyltransferase)
DB00005	Etanercept
DB00005	p75
DB00005	CD120b
DB00005	Tumor necrosis factor receptor 2
DB00005	TNF-R2
DB00005	Tumor necrosis factor receptor type II
DB00005	Tumor necrosis factor receptor superfamily member 1B precursor
DB00005	p80 TNF-alpha receptor
DB00006	Bivalirudin
DB00007	Leuprolide
DB00007	Leuprorelina
DB00007	L-Pyroglutamyl-L-histidyl-L-tryptophyl-L-seryl-L-tyrosyl-D-leucyl-L-leucyl-L-arginyl-L-proline ethylamide
DB00007	Leuproreline
DB00007	(D-Leu(6),des-gly-NH2(10),pro-ethylamide(9))-gonadotropin-releasing hormone
DB00007	PGlu-his-trp-ser-tyr-D-leu-leu-arg-pro-NHC2H5
DB00007	Leuprorelinum
DB00007	Leuprorelin
DB00007	PGlu-his-trp-ser-tyr-D-leu-leu-arg-pro-nhet
DB00008	Peginterferon alfa-2a
DB00009	Alteplase
DB00009	t-plasminogen activator
DB00009	t-PA
DB00009	tPA
DB00009	Tissue-type plasminogen activator precursor
DB00010	Sermorelin
DB00011	Interferon alfa-n1
DB00011	Interferon alpha-n1
DB00011	Interferon alpha-11
DB00011	Interferon alpha-A
DB00011	LeIF A
DB00012	Darbepoetin alfa
DB00012	Darbepoetin
DB00012	Darbepoetin alfa,recombinant
DB00013	Urokinase
DB00013	uPA
DB00013	Urokinase-type plasminogen activator precursor
DB00013	U-plasminogen activator
DB00014	Goserelin
DB00014	Zoladex
DB00014	ICI-118630
DB00014	Goserelin
DB00014	Goserelin acetate
DB00015	Reteplase
DB00015	t-plasminogen activator
DB00015	tPA
DB00015	Tissue-type plasminogen activator precursor
DB00015	t- PA
DB00016	Erythropoietin
DB00016	Epoetin alfa
DB00016	Epoetin omega
DB00016	SH-polypeptide-72
DB00016	Epoetin gamma rDNA
DB00016	Epoetin beta rDNA
DB00016	ESF
DB00016	Epoetin kappa
DB00016	Erythropoietin (human, recombinant)
DB00016	Epoetin alfa rDNA
DB00016	Epoetin alfa, recombinant
DB00016	E.P.O.
DB00016	Epoetin gamma
DB00016	Erythropoiesis stimulating factor
DB00016	Epoetin epsilon
DB00016	Epoetin beta
DB00016	Erythropoietin (recombinant human)
DB00017	Salmon Calcitonin
DB00017	Calcitonin, salmon
DB00017	Calcitonin (Salmon Synthetic)
DB00017	Fortical
DB00017	Salmon calcitonin
DB00017	Calcimar
DB00017	Salmotonin
DB00017	Cibacalcin
DB00017	Miacalcin
DB00017	Calcitonin salmon recombinant
DB00017	Calcitonin 1 precursor
DB00017	Calcitonin Salmon
DB00017	Calcitonin-salmon
DB00017	recombinant salmon calcitonin
DB00018	Interferon alfa-n3
DB00019	Pegfilgrastim
DB00019	Peg-filgrastim
DB00019	Granulocyte colony-stimulating factor pegfilgrastim
DB00020	Sargramostim
DB00020	GM-CSF
DB00021	Secretin
DB00022	Peginterferon alfa-2b
DB00024	Thyrotropin Alfa
DB00024	Thyrotropin-a
DB00024	TSH
DB00024	Thyrotrophin-alfa
DB00024	Thyroid stimulating hormone
DB00024	Thytrophin
DB00024	Thyrotropin
DB00024	rTSH
DB00024	Thyrotropin-alpha
DB00024	Thyrotrophin-alpha
DB00025	Antihemophilic Factor
DB00025	rAHF
DB00025	Factor VIII
DB00025	Antihemophilic factor
